,Id,name,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,total,JF,MAM,JJAS,OND
49429,112301,AGRA,1968,29.5,2.9,5.4,0.0,0.1,14.5,263.7,184.2,46.6,21.1,0.0,0.0,567.9,32.4,5.4,509.0,21.1
49430,112301,AGRA,1969,2.3,9.7,0.0,1.7,8.6,10.1,290.1,201.4,107.9,0.0,52.0,0.0,684.0,12.1,10.4,609.5,52.0
49431,112301,AGRA,1970,26.8,48.2,2.6,0.0,19.9,82.6,79.7,293.7,133.0,2.3,0.0,0.0,688.9,75.0,22.6,589.1,2.3
49432,112301,AGRA,1971,10.4,10.5,0.0,14.2,15.2,97.6,225.1,225.8,26.7,53.3,0.3,0.0,679.0,21.0,29.4,575.1,53.6
49433,112301,AGRA,1972,20.7,6.6,1.5,0.5,1.3,12.4,136.8,233.0,89.8,1.6,0.8,3.6,508.6,27.3,3.3,472.0,6.0
49434,112301,AGRA,1973,7.9,20.1,0.6,0.0,3.5,11.9,182.7,336.1,134.3,40.1,0.0,0.7,738.2,28.0,4.1,665.1,40.9
49435,112301,AGRA,1974,0.7,0.2,0.0,0.0,7.6,4.7,221.8,92.8,11.4,107.5,0.0,0.4,447.2,0.9,7.6,330.7,107.9
49436,112301,AGRA,1975,3.8,1.0,1.0,0.0,2.8,69.6,153.2,196.8,120.6,25.4,0.0,0.0,574.3,4.8,3.8,540.2,25.4
49437,112301,AGRA,1976,0.3,1.0,0.2,1.6,12.0,57.0,209.6,273.4,96.5,0.0,4.8,0.0,656.4,1.2,13.8,636.5,4.8
49438,112301,AGRA,1977,28.1,1.0,0.4,43.7,19.7,35.1,425.5,213.2,225.0,17.8,0.0,0.6,1010.2,29.2,63.8,898.8,18.4
49439,112301,AGRA,1978,0.3,16.3,39.0,2.3,0.0,97.5,196.8,269.7,239.3,0.0,0.2,11.4,873.0,16.6,41.3,803.4,11.6
49440,112301,AGRA,1979,9.1,56.7,3.4,1.4,29.8,17.1,134.8,40.5,3.7,3.0,7.4,3.3,310.5,65.8,34.6,196.2,13.8
49441,112301,AGRA,1980,0.0,6.3,20.4,0.2,4.4,92.5,280.6,319.0,26.6,20.4,0.7,19.4,790.4,6.3,25.0,718.7,40.5
49442,112301,AGRA,1981,6.1,0.0,15.7,0.0,19.1,243.7,297.5,157.5,54.5,4.2,5.8,0.3,804.4,6.1,34.8,753.3,10.3
49443,112301,AGRA,1982,22.3,4.9,28.4,9.4,30.0,18.4,178.0,519.4,16.5,1.9,38.8,12.0,880.2,27.2,67.8,732.4,52.8
49444,112301,AGRA,1983,15.1,4.1,0.2,43.1,50.8,66.9,126.6,433.0,105.3,19.8,0.0,1.5,866.6,19.2,94.1,731.9,21.3
